coordenacao;departamento;codigo;disciplina;turma;ano;docentes;aprovados;cancelados;matriculados;modoOferta;periodo;projetoExtensao;reprovadosfrequencia;reprovadosnota;situacao;total;vagasTotal
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Transportes;TT082;PROJETO DE OBRAS VIÁRIAS E PLANEJAMENTO URBANO;A;2016;WILSON PAULO BETTEGA;2;0;0;;1° Semestre;;0;0;Encerrada;2;31
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Estatística;CE009;INTRODUÇÃO À ESTATÍSTICA;B;2016;ANDRE LUIZ EMIDIO DE ABREU;27;1;0;;2° Semestre;;0;8;Encerrada;36;70
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Física;CF106;FÍSICA F2;A;2016;RODRIGO ANDRE CAETANO;1;3;0;;2° Semestre;;4;12;Encerrada;20;60
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geografia;GB121;ELEMENTOS DE GEOMORFOLOGIA;A;2016;CLAUDINEI TABORDA DA SILVEIRA;8;2;0;;2° Semestre;;2;0;Encerrada;12;45
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA101;TOPOGRAFIA II;A;2016;LUÍS AUGUSTO KOENIG VEIGA;23;0;0;;2° Semestre;;1;4;Encerrada;28;35
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA101;TOPOGRAFIA II;B;2016;MARIA APARECIDA ZEHNPFENNIG ZANETTI;2;0;0;;2° Semestre;;0;1;Encerrada;3;35
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA102;CARTOGRAFIA GERAL;A;2016;MARIA CECILIA BONATO BRANDALIZE;16;1;0;;2° Semestre;;0;3;Encerrada;20;45
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA102;CARTOGRAFIA GERAL;B;2016;CLAUDIA ROBBI SLUTER;10;0;0;;2° Semestre;;1;4;Encerrada;15;45
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA103;PROGRAMAÇÃO APLICADA;A;2016;ALVARO MURIEL LIMA MACHADO;20;0;0;;2° Semestre;;1;2;Encerrada;23;30
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA103;PROGRAMAÇÃO APLICADA;B;2016;ALVARO MURIEL LIMA MACHADO;2;0;0;;2° Semestre;;0;0;Encerrada;2;30
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA103;PROGRAMAÇÃO APLICADA;C;2016;ALVARO MURIEL LIMA MACHADO;5;0;0;;2° Semestre;;3;0;Encerrada;8;30
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA108;LEVANTAMENTOS TOPOGRÁFICOS II;A;2016;WANDER DA CRUZ;8;1;0;;2° Semestre;;0;0;Encerrada;9;30
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA108;LEVANTAMENTOS TOPOGRÁFICOS II;B;2016;PEDRO LUIS FAGGION;1;1;0;;2° Semestre;;0;1;Encerrada;3;30
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA109;PROJEÇÕES CARTOGRÁFICAS I;A;2016;HENRIQUE FIRKOWSKI;4;0;0;;2° Semestre;;0;2;Encerrada;6;22
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA109;PROJEÇÕES CARTOGRÁFICAS I;B;2016;HENRIQUE FIRKOWSKI;2;0;0;;2° Semestre;;0;4;Encerrada;6;23
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA110;AJUSTAMENTO II;A;2016;ALVARO MURIEL LIMA MACHADO;4;0;0;;2° Semestre;;0;0;Encerrada;4;45
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA111;SENSORIAMENTO REMOTO I;A;2016;JORGE ANTONIO SILVA CENTENO;11;0;0;;2° Semestre;;0;0;Encerrada;11;26
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA111;SENSORIAMENTO REMOTO I;B;2016;HIDEO ARAKI;;;;;2° Semestre;;;;Encerrada;;25
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA119;MÉTODOS GEODÉSICOS;A;2016;REGIANE DALAZOANA;5;0;0;;2° Semestre;;0;2;Encerrada;7;50
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA120;CARTOGRAFIA TOPOGRÁFICA;A;2016;HENRIQUE FIRKOWSKI;1;0;0;;2° Semestre;;0;0;Encerrada;1;45
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA121;FOTOGRAMETRIA II;A;2016;DANIEL RODRIGUES DOS SANTOS;0;0;0;;2° Semestre;;0;3;Encerrada;3;45
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA122;SISTEMAS DE INFORMAÇÕES GEOGRÁFICAS;A;2016;LUCIENE STAMATO DELAZARI;4;0;0;;2° Semestre;;0;4;Encerrada;8;25
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA122;SISTEMAS DE INFORMAÇÕES GEOGRÁFICAS;B;2016;SILVANA PHILIPPI CAMBOIM;3;0;0;;2° Semestre;;0;0;Encerrada;3;25
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA123;PROJETO E ANÁLISE DE REDES GEODÉSICAS;A;2016;REGIANE DALAZOANA;1;0;0;;2° Semestre;;0;0;Encerrada;1;45
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA124;ESTÁGIO SUPERVISIONADO;A;2016;HIDEO ARAKI;;;;;2° Semestre;;;;Encerrada;;2
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA124;ESTÁGIO SUPERVISIONADO;B;2016;ANTONIO JOSE BERUTTI VIEIRA;;;;;2° Semestre;;;;Encerrada;;2
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA124;ESTÁGIO SUPERVISIONADO;C;2016;CLAUDIA PEREIRA KRUEGER;;;;;2° Semestre;;;;Encerrada;;1
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA124;ESTÁGIO SUPERVISIONADO;E;2016;DANIEL RODRIGUES DOS SANTOS;;;;;2° Semestre;;;;Encerrada;;1
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA124;ESTÁGIO SUPERVISIONADO;G;2016;WANDER DA CRUZ;;;;;2° Semestre;;;;Encerrada;;1
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA129;LEVANTAMENTO GEODÉSICOS II;A;2016;CLAUDIA PEREIRA KRUEGER;1;0;0;;2° Semestre;;0;1;Encerrada;2;30
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA130;PROJETO DE ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;A;2016;CARLOS AURÉLIO NADAL;;;;;2° Semestre;;;;Encerrada;;30
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA132;MECÂNICA E ESTRUTURAS GEODÉSICAS II;A;2016;CARLOS AURÉLIO NADAL;;;;;2° Semestre;;;;Encerrada;;45
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA133;DIREITO AGRÁRIO;A;2016;DANIELE REGINA PONTES;;;;;2° Semestre;;;;Encerrada;;45
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA139;PERÍCIAS E AVALIAÇÕES PATRIMONIAIS;A;2016;CARLOS AURÉLIO NADAL;1;0;0;;2° Semestre;;0;0;Encerrada;1;20
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA144;PROCESSAMENTO DIGITAL DE IMAGENS II;A;2016;HIDEO ARAKI;;;;;2° Semestre;;;;Encerrada;;20
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA144;PROCESSAMENTO DIGITAL DE IMAGENS II;B;2016;HIDEO ARAKI;;;;;2° Semestre;;;;Encerrada;;15
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA150;HISTÓRIA DA GEODÉSIA E CARTOGRAFIA;A;2016;LUÍS AUGUSTO KOENIG VEIGA;6;0;0;;2° Semestre;;0;0;Encerrada;6;30
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Informática;CI180;PROGRAMAÇÃO DE COMPUTADORES;A;2016;PETER FRANK PERRONI;3;0;0;;2° Semestre;;3;4;Encerrada;10;30
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Informática;CI181;MÉTODOS NUMÉRICOS;A;2016;LEONCIO SARAIVA MADRUGA;8;0;0;;2° Semestre;;4;1;Encerrada;13;60
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Matemática;CMA211;CÁLCULO 2A;A;2016;MANUEL JESUS CRUZ BARREDA;12;3;0;;2° Semestre;;1;0;Encerrada;16;70
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Matemática;CMA212;ÁLGEBRA LINEAR;A;2016;CARLOS EDUARDO DURAN FERNANDEZ;19;1;0;;2° Semestre;;3;10;Encerrada;33;90
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Transportes;TT080;ECONOMIA DE ENGENHARIA;A;2016;CAROLINA FLOCK PERA;2;0;0;;2° Semestre;;0;0;Encerrada;2;45
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Expressão Gráfica;CEG001;DESENHO TÉCNICO I;A;2015;EMILIO EIJI KAVAMURA;6;1;0;;1° Semestre;;1;1;Encerrada;9;70
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Expressão Gráfica;CEG001;DESENHO TÉCNICO I;B;2015;LEANDRO CARLOS FERNANDES;3;0;0;;1° Semestre;;1;2;Encerrada;6;35
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Física;CF105;FÍSICA E2;A;2015;MARCOS GOMES ELEUTÉRIO DA LUZ;1;2;0;;1° Semestre;;4;4;Encerrada;11;50
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geografia;GB122;ZONEAMENTO GEOGRÁFICO AMBIENTAL;A;2015;SONY CORTESE CANEPARO;1;1;0;;1° Semestre;;0;0;Encerrada;2;30
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geologia;GC137;FUNDAMENTOS DE GEOLOGIA E GEOQUÍMICA;A;2015;DONIZETI ANTONIO GIUSTI;6;0;0;;1° Semestre;;0;0;Encerrada;6;25
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geologia;GC137;FUNDAMENTOS DE GEOLOGIA E GEOQUÍMICA;B;2015;DONIZETI ANTONIO GIUSTI;4;0;0;;1° Semestre;;0;1;Encerrada;5;25
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geologia;GC138;GEOFÍSICA BÁSICA;A;2015;FRANCISCO JOSÉ FONSECA FERREIRA;5;0;0;;1° Semestre;;0;0;Encerrada;5;40
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA100;TOPOGRAFIA I;A;2015;LUÍS AUGUSTO KOENIG VEIGA;7;0;0;;1° Semestre;;0;3;Encerrada;10;35
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA100;TOPOGRAFIA I;B;2015;MARIA APARECIDA ZEHNPFENNIG ZANETTI;4;0;0;;1° Semestre;;0;2;Encerrada;6;35
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA104;LEVANTAMENTOS TOPOGRÁFICOS I;A;2015;LUÍS AUGUSTO KOENIG VEIGA;6;0;0;;1° Semestre;;0;1;Encerrada;7;30
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA104;LEVANTAMENTOS TOPOGRÁFICOS I;B;2015;PEDRO LUIS FAGGION;2;0;0;;1° Semestre;;0;0;Encerrada;2;30
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA105;CARTOGRAFIA DIGITAL;A;2015;LUCIENE STAMATO DELAZARI;5;0;0;;1° Semestre;;0;0;Encerrada;5;25
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA105;CARTOGRAFIA DIGITAL;B;2015;HENRIQUE FIRKOWSKI;3;0;0;;1° Semestre;;0;2;Encerrada;5;25
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA106;AJUSTAMENTO I;A;2015;ALVARO MURIEL LIMA MACHADO;1;0;0;;1° Semestre;;0;0;Encerrada;1;35
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA107;PROCESSAMENTO DIGITAL DE IMAGENS I;A;2015;HIDEO ARAKI;7;0;0;;1° Semestre;;0;1;Encerrada;8;25
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA107;PROCESSAMENTO DIGITAL DE IMAGENS I;B;2015;ALVARO MURIEL LIMA MACHADO;2;0;0;;1° Semestre;;1;1;Encerrada;4;25
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA112;FUNDAMENTOS EM GEODÉSIA;A;2015;REGIANE DALAZOANA;0;0;0;;1° Semestre;;3;3;Encerrada;6;40
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA113;PROJEÇÕES CARTOGRÁFICAS II;A;2015;HENRIQUE FIRKOWSKI;;;;;1° Semestre;;;;Encerrada;;22
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA114;FOTOGRAMETRIA I;A;2015;DANIEL RODRIGUES DOS SANTOS;1;0;0;;1° Semestre;;2;3;Encerrada;6;30
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA114;FOTOGRAMETRIA I;B;2015;DANIEL RODRIGUES DOS SANTOS;1;0;0;;1° Semestre;;1;1;Encerrada;3;30
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA115;SENSORIAMENTO REMOTO II;A;2015;JORGE ANTONIO SILVA CENTENO;1;0;0;;1° Semestre;;0;0;Encerrada;1;20
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA115;SENSORIAMENTO REMOTO II;B;2015;JORGE ANTONIO SILVA CENTENO;;;;;1° Semestre;;;;Encerrada;;20
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA116;SISTEMAS DE REFERÊNCIA E TEMPO;A;2015;CARLOS AURÉLIO NADAL;1;0;0;;1° Semestre;;2;4;Encerrada;7;65
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA117;BANCO DE DADOS GEOGRÁFICOS;A;2015;SILVANA PHILIPPI CAMBOIM;0;0;0;;1° Semestre;;0;1;Encerrada;1;25
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA117;BANCO DE DADOS GEOGRÁFICOS;B;2015;SILVANA PHILIPPI CAMBOIM;0;0;0;;1° Semestre;;1;0;Encerrada;1;25
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA118;COMUNICAÇÃO E EXPRESSÃO;A;2015;MARIA CECILIA BONATO BRANDALIZE;4;0;0;;1° Semestre;;1;0;Encerrada;5;50
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA125;LEVANTAMENTOS GEODÉSICOS I;A;2015;WANDER DA CRUZ;1;0;0;;1° Semestre;;0;0;Encerrada;1;20
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA127;FOTOGRAMETRIA III;A;2015;EDSON APARECIDO MITISHITA;;;;;1° Semestre;;;;Encerrada;;31
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA135;CADASTRO TERRITORIAL MULTIFINALITÁRIO;A;2015;MARIA CECILIA BONATO BRANDALIZE;;;;;1° Semestre;;;;Encerrada;;30
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA140;TOPOGRAFIA INDUSTRIAL;A;2015;CARLOS AURÉLIO NADAL;;;;;1° Semestre;;;;Encerrada;;15
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA145;GENERALIZAÇÃO CARTOGRÁFICA;A;2015;HENRIQUE FIRKOWSKI;;;;;1° Semestre;;;;Encerrada;;15
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Informática;CI180;PROGRAMAÇÃO DE COMPUTADORES;A;2015;AURORA TRINIDAD RAMIREZ POZO;4;1;0;;1° Semestre;;0;5;Encerrada;10;45
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Informática;CI180;PROGRAMAÇÃO DE COMPUTADORES;B;2015;JOSINEY DE SOUZA;3;0;0;;1° Semestre;;1;4;Encerrada;8;45
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Matemática;CMA111;CÁLCULO 1A;A;2015;FERNANDO AUGUSTO SILVEIRA ARMANI;4;0;0;;1° Semestre;;3;15;Encerrada;22;80
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Matemática;CMA112;GEOMETRIA ANALÍTICA;A;2015;SAULO POMPONET OLIVEIRA;10;0;0;;1° Semestre;;1;5;Encerrada;16;70
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Transportes;TT081;ADMINISTRAÇÃO DE EMPRESAS;J;2015;LUIZ AURÉLIO VIRTUOSO;2;0;0;;1° Semestre;;0;0;Encerrada;2;30
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Transportes;TT082;PROJETO DE OBRAS VIÁRIAS E PLANEJAMENTO URBANO;A;2015;WILSON PAULO BETTEGA;1;0;0;;1° Semestre;;0;0;Encerrada;1;30
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Estatística;CE009;INTRODUÇÃO À ESTATÍSTICA;B;2015;VERA LÚCIA FAUSTO LINHARES DE ALMEIDA;12;0;0;;2° Semestre;;1;3;Encerrada;16;70
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Física;CF106;FÍSICA F2;A;2015;CÉSAR CHIESORIN BAGANHA;0;1;0;;2° Semestre;;5;5;Encerrada;11;50
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geografia;GB121;ELEMENTOS DE GEOMORFOLOGIA;A;2015;CLAUDINEI TABORDA DA SILVEIRA;0;0;0;;2° Semestre;;4;0;Encerrada;4;40
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA101;TOPOGRAFIA II;A;2015;LUÍS AUGUSTO KOENIG VEIGA;7;0;0;;2° Semestre;;1;3;Encerrada;11;35
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA101;TOPOGRAFIA II;B;2015;MARIA APARECIDA ZEHNPFENNIG ZANETTI;2;0;0;;2° Semestre;;0;1;Encerrada;3;35
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA102;CARTOGRAFIA GERAL;A;2015;CLAUDIA ROBBI SLUTER;8;0;0;;2° Semestre;;0;3;Encerrada;11;45
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA102;CARTOGRAFIA GERAL;B;2015;MARIA CECILIA BONATO BRANDALIZE;6;0;0;;2° Semestre;;0;1;Encerrada;7;45
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA103;PROGRAMAÇÃO APLICADA;A;2015;ALVARO MURIEL LIMA MACHADO;5;0;0;;2° Semestre;;1;1;Encerrada;7;25
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA103;PROGRAMAÇÃO APLICADA;B;2015;ALVARO MURIEL LIMA MACHADO;;;;;2° Semestre;;;;Encerrada;;25
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA103;PROGRAMAÇÃO APLICADA;C;2015;ALVARO MURIEL LIMA MACHADO;2;1;0;;2° Semestre;;2;0;Encerrada;5;25
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA108;LEVANTAMENTOS TOPOGRÁFICOS II;A;2015;PEDRO LUIS FAGGION;7;0;0;;2° Semestre;;0;0;Encerrada;7;30
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA108;LEVANTAMENTOS TOPOGRÁFICOS II;B;2015;WANDER DA CRUZ;2;0;0;;2° Semestre;;0;0;Encerrada;2;30
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA109;PROJEÇÕES CARTOGRÁFICAS I;A;2015;HENRIQUE FIRKOWSKI;2;0;0;;2° Semestre;;1;2;Encerrada;5;22
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA109;PROJEÇÕES CARTOGRÁFICAS I;B;2015;HENRIQUE FIRKOWSKI;0;0;0;;2° Semestre;;0;1;Encerrada;1;22
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA110;AJUSTAMENTO II;A;2015;ALVARO MURIEL LIMA MACHADO;1;0;0;;2° Semestre;;0;1;Encerrada;2;30
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA111;SENSORIAMENTO REMOTO I;A;2015;JORGE ANTONIO SILVA CENTENO;4;0;0;;2° Semestre;;0;2;Encerrada;6;25
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA111;SENSORIAMENTO REMOTO I;B;2015;HIDEO ARAKI;2;0;0;;2° Semestre;;0;1;Encerrada;3;25
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA119;MÉTODOS GEODÉSICOS;A;2015;REGIANE DALAZOANA;0;0;0;;2° Semestre;;0;1;Encerrada;1;40
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA120;CARTOGRAFIA TOPOGRÁFICA;A;2015;HENRIQUE FIRKOWSKI;;;;;2° Semestre;;;;Encerrada;;40
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA121;FOTOGRAMETRIA II;A;2015;DANIEL RODRIGUES DOS SANTOS;;;;;2° Semestre;;;;Encerrada;;30
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA122;SISTEMAS DE INFORMAÇÕES GEOGRÁFICAS;A;2015;LUCIENE STAMATO DELAZARI;3;0;0;;2° Semestre;;0;1;Encerrada;4;25
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA122;SISTEMAS DE INFORMAÇÕES GEOGRÁFICAS;B;2015;SILVANA PHILIPPI CAMBOIM;1;0;0;;2° Semestre;;0;0;Encerrada;1;25
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA123;PROJETO E ANÁLISE DE REDES GEODÉSICAS;A;2015;REGIANE DALAZOANA;0;0;0;;2° Semestre;;0;1;Encerrada;1;40
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA129;LEVANTAMENTO GEODÉSICOS II;A;2015;CLAUDIA PEREIRA KRUEGER;;;;;2° Semestre;;;;Encerrada;;25
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA139;PERÍCIAS E AVALIAÇÕES PATRIMONIAIS;A;2015;CARLOS AURÉLIO NADAL;;;;;2° Semestre;;;;Encerrada;;20
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA144;PROCESSAMENTO DIGITAL DE IMAGENS II;A;2015;HIDEO ARAKI;2;0;0;;2° Semestre;;0;0;Encerrada;2;20
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA150;HISTÓRIA DA GEODÉSIA E CARTOGRAFIA;A;2015;LUÍS AUGUSTO KOENIG VEIGA;4;0;0;;2° Semestre;;0;0;Encerrada;4;30
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Informática;CI180;PROGRAMAÇÃO DE COMPUTADORES;A;2015;JORGE AUGUSTO MEIRA;4;0;0;;2° Semestre;;1;4;Encerrada;9;30
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Informática;CI181;MÉTODOS NUMÉRICOS;A;2015;JOÃO CLAUDIO MUSSI DE ALBUQUERQUE;5;2;0;;2° Semestre;;2;4;Encerrada;13;50
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Matemática;CMA211;CÁLCULO 2A;A;2015;ANDRÉ FERNANDES SANTANA;2;0;0;;2° Semestre;;0;1;Encerrada;3;50
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Matemática;CMA212;ÁLGEBRA LINEAR;A;2015;ELIZABETH WEGNER KARAS;5;0;0;;2° Semestre;;7;11;Encerrada;23;70
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Transportes;TT080;ECONOMIA DE ENGENHARIA;A;2015;ANDRÉA RYBA LENZI;;;;;2° Semestre;;;;Encerrada;;40
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Expressão Gráfica;CEG001;DESENHO TÉCNICO I;A;2014;ELIZABETH AMORIM DE CASTRO;7;0;0;;1° Semestre;;0;4;Encerrada;11;25
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Expressão Gráfica;CEG001;DESENHO TÉCNICO I;B;2014;ELIZABETH AMORIM DE CASTRO;;;;;1° Semestre;;;;Encerrada;;25
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Física;CF105;FÍSICA E2;A;2014;ELTON JOSÉ FIGUEIREDO DE CARVALHO;0;0;0;;1° Semestre;;0;5;Encerrada;5;50
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geografia;GB122;ZONEAMENTO GEOGRÁFICO AMBIENTAL;A;2014;SONY CORTESE CANEPARO;;;;;1° Semestre;;;;Encerrada;;30
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geologia;GC137;FUNDAMENTOS DE GEOLOGIA E GEOQUÍMICA;A;2014;DONIZETI ANTONIO GIUSTI;2;0;0;;1° Semestre;;0;1;Encerrada;3;20
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geologia;GC137;FUNDAMENTOS DE GEOLOGIA E GEOQUÍMICA;B;2014;DONIZETI ANTONIO GIUSTI;3;0;0;;1° Semestre;;0;1;Encerrada;4;20
